Index,timestamp /s,[24Mg]+ /g,[25Mg]+ /g,[27Al]+ /g,[28Si]+ /g,[29Si]+ /g,[45Sc]+ /g,[46Ti]+ /g,[47Ti] /g,[48Ti]+ /g,[49Ti]+ /g,[51V] /g,[52Cr]+ /g,[53Cr]+ /g,[54Fe]+ /g,[55Mn]+ /g,[56Fe]+ /g,[57Fe]+ /g,[58Ni]+ /g,[59Co]+ /g,[60Ni]+ /g,[63Cu]+ /g,[64Zn]+ /g,[65Cu]+ /g,[66Zn]+ /g,[67Zn]+ /g,[68Zn]+ /g,[69Ga]+ /g,[71Ga]+ /g,[72Ge]+ /g,[75As]+ /g,[78Se]+ /g,[80Se]+ /g,[85Rb]+ /g,[88Sr]+ /g,[89Y]+ /g,[90Zr]+ /g,[93Nb]+ /g,[94Zr]+ /g,[96Mo]+ /g,[98Mo]+ /g,[102Ru]+ /g,[103Rh]+ /g,[106Pd]+ /g,[107Ag]+ /g,[108Pd]+ /g,[109Ag]+ /g,[112Cd]+ /g,[114Cd]+ /g,[118Sn]+ /g,[120Sn]+ /g,[121Sb]+ /g,[123Sb]+ /g,[128Te]+ /g,[130Te]+ /g,[133Cs]+ /g,[137Ba]+ /g,[138Ba]+ /g,[139La]+ /g,[140Ce]+ /g,[141Pr]+ /g,[142Nd]+ /g,[142Ce]+ /g,[144Nd]+ /g,[151Eu]+ /g,[152Sm]+ /g,[153Eu]+ /g,[154Sm]+ /g,[156Gd]+ /g,[158Gd]+ /g,[159Tb]+ /g,[162Dy]+ /g,[164Dy]+ /g,[165Ho]+ /g,[166Er]+ /g,[168Er]+ /g,[169Tm]+ /g,[174Yb]+ /g,[175Lu]+ /g,[180Hf]+ /g,[181Ta]+ /g,[185Re]+ /g,[190Os]+ /g,[192Os]+ /g,[193Ir]+ /g,[194Pt]+ /g,[195Pt]+ /g,[197Au]+ /g,[200Hg]+ /g,[202Hg]+ /g,[206Pb]+ /g,[208Pb]+ /g,[209Bi]+ /g,[238U]+ /g
192,0.378180001356801,,,,,,,,,7.90981438504748E-16,1.66921490283114E-15,,,,,,,,,,,,,,,,,,,,,,,,,,1.49801563415927E-16,,1.19048901164994E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,0.382194936403173,,,,,,,,,,,,,,,3.09439231314097E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,0.388198992298237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.96525273286761E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,0.401279317879176,3.36708772038109E-15,4.19224755928243E-15,8.86595695939649E-15,9.31703907594947E-13,,,,,4.85397803131045E-16,,,,,1.14842956815263E-14,1.48864554033528E-16,1.91161818575764E-14,1.31193171903492E-14,3.01255386603498E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,0.41422225673483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31666124175347E-16,8.566094219884E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,0.426475701962966,,,,,,,,1.17976036943248E-15,5.69359381175477E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81602478632131E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,0.440133307790211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28138923613003E-16,,1.40968880689577E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,0.480064204827394,,,,,,,,,,,,,,1.37914074159828E-14,,,1.1311778417986E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,0.48827583499769,,,,,,,,,,,,,,,,,,,,,2.73804778275279E-16,,2.20070723296678E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32738658541961E-15,1.64083030986233E-15,,,,
254,0.502218027613025,,,8.44113253662943E-15,7.75832212327783E-13,,,,,,,,,,4.96968681661646E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,0.508245976851617,2.78410223378565E-15,3.6127851918978E-15,8.69353026876179E-15,,,,2.35318859330862E-15,2.97615550690725E-15,2.03437346110761E-15,1.79466284280542E-15,,,,,,,,,,,,,,,,,,,,,,,,4.25681467763544E-16,,,,,,,,,,,,,,,,,,,,,,1.42379657758518E-16,1.28557821199876E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,0.514320859443567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19124038846455E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,0.518297821140404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18615524539855E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,0.522174942794642,,,,,,,,,4.84557019980626E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45153906600779E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,0.536750309013465,,,8.72553382027986E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,0.540836497423572,,,,9.15963112269785E-13,,,,,,,,,,3.91949673391355E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,0.554200556458904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2182269900316E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,0.594053800129621,6.68636710293216E-15,5.901576767069E-15,1.01804852553974E-14,3.64512110783981E-12,-1.50966843962083E-14,,,,,,,,,1.10783645190548E-14,,1.01145448014072E-14,1.85978819119919E-14,,,,2.07480833520033E-16,,3.36431359823533E-16,3.17714014845654E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,0.607295832446222,,,,,,,,,6.35848946305931E-16,,,,,,,,,,,,,,,,,,,,,,,,,,1.77532036263088E-16,3.2778576986426E-15,,1.89294909995358E-15,4.07558723759687E-16,,,,1.31202741367733E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.50877794125127E-17,,,,,,,,,,,,,,3.39023327487632E-17
314,0.6221011720965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12993850722786E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,0.632083896355796,,,,,,,,,,,,1.35585165573129E-16,,,,,,,,,,2.22154979255295E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.36553302464684E-17,1.57644643667255E-16,1.7329952228607E-17,1.24806910676384E-16,1.25052921385744E-16,5.35111464013076E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,0.636014351366123,,,,,,,,,6.28058012008624E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,0.640089446438164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52855687344825E-16,2.20269813782356E-16,1.907687628578E-17,1.92276687696698E-16,1.92655690141973E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,0.648004969815454,1.86613236277171E-15,,,6.85903758676196E-13,,,,,6.14269949224289E-16,,,,,4.55338821200073E-15,,1.15327250136904E-14,7.89619604896766E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,0.652107798232661,,,,1.4755657605476E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,0.656025453237527,1.70033997125334E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,0.690016721073801,,,,,,,3.02256341331826E-15,3.73489504855514E-15,4.89679187510707E-15,3.57881445043989E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,5.57911258250836E-17,,,,,,,,,,,,,,,,,,,,,,3.82577418946138E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,0.706134487950715,,,,,,,,1.47559209263755E-15,1.74388548886577E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35739252977945E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,0.710047022953397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98419436768337E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,0.714032517987208,,,5.7202900912629E-15,,,,,,,,,,,4.09846659860374E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,0.740034022414516,,,,,,,,,1.81815097690619E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,0.768004594348627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.84155584436843E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,0.776057931118051,,,,,,,1.77904957573106E-15,,8.30171467628907E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,0.804005036375482,,,,,,,2.11043735288441E-15,1.96316743833843E-15,1.32656830244969E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,0.82403448492138,,,,,,,7.64965927230157E-15,7.19610968381542E-15,6.66962315043192E-15,5.9911086387319E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,0.83420110259247,2.26576262619948E-15,3.32716801037728E-15,,1.06518956785413E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57988130158499E-17,1.50822038524432E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,0.856018285234468,1.76497429498668E-15,,,,,,,,,,,,,3.36794848760382E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,0.871973065375175,,,8.63977813462111E-15,,,,1.32410630401783E-15,1.24208752245588E-15,9.27778112916081E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,0.888012752218774,,,,1.32290907450527E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,0.904028119051997,2.1520862932157E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,0.910009134937231,,,,,,,2.19345532336445E-15,2.20392747458346E-15,4.09842514531173E-15,2.96749590966901E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29430491907854E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,0.916057564184561,,,,,,,,,,,,,,,4.73405441157446E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,0.932023864330182,,,,,,,,,,,,,,,4.53677156536251E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,0.943984189433254,,,1.45956255527417E-14,2.0134544737068E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22420027699E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,0.964000837973691,,,,,,,,,5.00459121114559E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,0.972019614728369,,,,,,,,,4.3639487500504E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,0.976049056447597,1.79898963363632E-15,,7.4440183490967E-15,2.46432586134061E-12,,,,,,,,,,4.06135273831444E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1.00198058751172,,,,,,,,,1.10517573379428E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
